-9.919739e+01,-1.000536e-05,
-9.855652e+01,-9.901882e-06,
-9.814453e+01,-9.861947e-06,
-9.690857e+01,-9.735228e-06,
-9.645081e+01,-9.694399e-06,
-9.521484e+01,-9.567560e-06,
-9.480286e+01,-9.526969e-06,
-9.356689e+01,-9.399713e-06,
-9.315491e+01,-9.358824e-06,
-9.191895e+01,-9.232403e-06,
-9.146118e+01,-9.191455e-06,
-9.022522e+01,-9.064318e-06,
-8.981323e+01,-9.023250e-06,
-8.857727e+01,-8.896650e-06,
-8.816528e+01,-8.856059e-06,
-8.692932e+01,-8.730055e-06,
-8.647156e+01,-8.688749e-06,
-8.523560e+01,-8.562029e-06,
-8.482361e+01,-8.521558e-06,
-8.358765e+01,-8.394779e-06,
-8.317566e+01,-8.354665e-06,
-8.193970e+01,-8.227170e-06,
-8.148193e+01,-8.187176e-06,
-8.024597e+01,-8.060575e-06,
-7.983398e+01,-8.019389e-06,
-7.859802e+01,-7.893027e-06,
-7.818604e+01,-7.852496e-06,
-7.695007e+01,-7.725597e-06,
-7.649231e+01,-7.684589e-06,
-7.525635e+01,-7.557333e-06,
-7.484436e+01,-7.516743e-06,
-7.360840e+01,-7.389785e-06,
-7.315063e+01,-7.350267e-06,
-7.196045e+01,-7.222653e-06,
-7.150269e+01,-7.182897e-06,
-7.026672e+01,-7.054866e-06,
-6.985474e+01,-7.014335e-06,
-6.861877e+01,-6.887318e-06,
-6.816101e+01,-6.847621e-06,
-6.697083e+01,-6.720246e-06,
-6.651306e+01,-6.679715e-06,
-6.527710e+01,-6.552101e-06,
-6.486511e+01,-6.511749e-06,
-6.362915e+01,-6.384850e-06,
-6.317139e+01,-6.344915e-06,
-6.193542e+01,-6.217480e-06,
-6.152344e+01,-6.177545e-06,
-6.028748e+01,-6.050766e-06,
-5.987549e+01,-6.009758e-06,
-5.863953e+01,-5.883098e-06,
-5.818176e+01,-5.842508e-06,
-5.694580e+01,-5.715192e-06,
-5.653381e+01,-5.675197e-06,
-5.529785e+01,-5.548895e-06,
-5.488586e+01,-5.507649e-06,
-5.364990e+01,-5.381108e-06,
-5.319214e+01,-5.340517e-06,
-5.195618e+01,-5.213202e-06,
-5.154419e+01,-5.172909e-06,
-5.030823e+01,-5.045713e-06,
-4.989624e+01,-5.005181e-06,
-4.866028e+01,-4.878402e-06,
-4.820251e+01,-4.837692e-06,
-4.696655e+01,-4.711569e-06,
-4.655457e+01,-4.670382e-06,
-4.531860e+01,-4.543543e-06,
-4.490662e+01,-4.503131e-06,
-4.367065e+01,-4.376352e-06,
-4.321289e+01,-4.335821e-06,
-4.197693e+01,-4.209400e-06,
-4.156494e+01,-4.168213e-06,
-4.032898e+01,-4.041255e-06,
-3.991699e+01,-4.001022e-06,
-3.868103e+01,-3.874183e-06,
-3.822327e+01,-3.833354e-06,
-3.698730e+01,-3.707231e-06,
-3.657532e+01,-3.665626e-06,
-3.533936e+01,-3.539324e-06,
-3.488159e+01,-3.498137e-06,
-3.369141e+01,-3.372074e-06,
-3.323364e+01,-3.330350e-06,
-3.199768e+01,-3.203929e-06,
-3.158569e+01,-3.163815e-06,
-3.034973e+01,-3.037036e-06,
-2.989197e+01,-2.995432e-06,
-2.870178e+01,-2.869368e-06,
-2.824402e+01,-2.827764e-06,
-2.700806e+01,-2.701640e-06,
-2.659607e+01,-2.660692e-06,
-2.536011e+01,-2.534569e-06,
-2.490234e+01,-2.493322e-06,
-2.371216e+01,-2.366901e-06,
-2.325439e+01,-2.325595e-06,
-2.201843e+01,-2.199233e-06,
-2.160645e+01,-2.157688e-06,
-2.037048e+01,-2.031684e-06,
-1.991272e+01,-1.990080e-06,
-1.872253e+01,-1.864851e-06,
-1.826477e+01,-1.822472e-06,
-1.702881e+01,-1.697064e-06,
-1.657104e+01,-1.654744e-06,
-1.538086e+01,-1.530171e-06,
-1.492310e+01,-1.486957e-06,
-1.368713e+01,-1.362384e-06,
-1.327515e+01,-1.319409e-06,
-1.203918e+01,-1.195192e-06,
-1.158142e+01,-1.152158e-06,
-1.039124e+01,-1.027763e-06,
-9.933472e+00,-9.846688e-07,
-8.697510e+00,-8.602143e-07,
-8.285522e+00,-8.181335e-07,
-7.049561e+00,-6.923676e-07,
-6.591797e+00,-6.501675e-07,
-5.401611e+00,-5.248786e-07,
-4.943848e+00,-4.826189e-07,
-3.707886e+00,-3.576279e-07,
-3.295898e+00,-3.154278e-07,
-2.059937e+00,-1.900196e-07,
-1.602173e+00,-1.478791e-07,
-4.119873e-01,-2.318621e-08,
1.281738e+00,1.448989e-07,
2.426147e+00,2.589226e-07,
2.929688e+00,3.126264e-07,
4.074097e+00,4.267693e-07,
4.577637e+00,4.794598e-07,
5.767822e+00,5.939008e-07,
6.271362e+00,6.472469e-07,
7.415771e+00,7.615090e-07,
7.919312e+00,8.139015e-07,
9.109497e+00,9.284617e-07,
9.567261e+00,9.821058e-07,
1.075745e+01,1.096368e-06,
1.126099e+01,1.149118e-06,
1.240540e+01,1.264215e-06,
1.290894e+01,1.317263e-06,
1.409912e+01,1.432002e-06,
1.455688e+01,1.484752e-06,
1.574707e+01,1.599193e-06,
1.625061e+01,1.652003e-06,
1.739502e+01,1.766920e-06,
1.789856e+01,1.819194e-06,
1.908875e+01,1.933992e-06,
1.959229e+01,1.986265e-06,
2.073669e+01,2.101362e-06,
2.124023e+01,2.154172e-06,
2.238464e+01,2.269388e-06,
2.288818e+01,2.321482e-06,
2.407837e+01,2.436936e-06,
2.458191e+01,2.489209e-06,
2.572632e+01,2.604187e-06,
2.622986e+01,2.656639e-06,
2.742004e+01,2.771378e-06,
2.787781e+01,2.824247e-06,
2.906799e+01,2.939225e-06,
2.957153e+01,2.991379e-06,
3.071594e+01,3.106892e-06,
3.121948e+01,3.159464e-06,
3.240967e+01,3.274143e-06,
3.286743e+01,3.326834e-06,
3.405762e+01,3.442228e-06,
3.456116e+01,3.493965e-06,
3.570557e+01,3.608942e-06,
3.620911e+01,3.661216e-06,
3.739929e+01,3.776849e-06,
3.785706e+01,3.829122e-06,
3.904724e+01,3.943980e-06,
3.955078e+01,3.996611e-06,
4.069519e+01,4.111827e-06,
4.119873e+01,4.164041e-06,
4.238892e+01,4.279256e-06,
4.284668e+01,4.331530e-06,
4.403687e+01,4.446745e-06,
4.454041e+01,4.498423e-06,
4.568481e+01,4.614175e-06,
4.618835e+01,4.666389e-06,
4.737854e+01,4.781426e-06,
4.788208e+01,4.833758e-06,
4.902649e+01,4.949630e-06,
4.953003e+01,5.001188e-06,
5.072021e+01,5.116821e-06,
5.117798e+01,5.168141e-06,
5.236816e+01,5.283833e-06,
5.287170e+01,5.336285e-06,
5.401611e+01,5.452395e-06,
5.451965e+01,5.503894e-06,
5.570984e+01,5.619169e-06,
5.616760e+01,5.670727e-06,
5.735779e+01,5.787016e-06,
5.786133e+01,5.838276e-06,
5.900574e+01,5.953491e-06,
5.950928e+01,6.005944e-06,
6.069946e+01,6.121875e-06,
6.115723e+01,6.174207e-06,
6.234741e+01,6.289185e-06,
6.285095e+01,6.341279e-06,
6.399536e+01,6.456912e-06,
6.449890e+01,6.508530e-06,
6.568909e+01,6.624103e-06,
6.614685e+01,6.676198e-06,
6.733704e+01,6.791235e-06,
6.784058e+01,6.843389e-06,
6.898499e+01,6.958545e-06,
6.948853e+01,7.011176e-06,
7.067871e+01,7.126451e-06,
7.118225e+01,7.179261e-06,
7.232666e+01,7.294537e-06,
7.283020e+01,7.346631e-06,
7.402039e+01,7.462026e-06,
7.447815e+01,7.513941e-06,
7.566833e+01,7.629276e-06,
7.617188e+01,7.681251e-06,
7.731628e+01,7.796586e-06,
7.781982e+01,7.849158e-06,
7.901001e+01,7.964135e-06,
7.946777e+01,8.016110e-06,
8.065796e+01,8.131326e-06,
8.116150e+01,8.183838e-06,
8.230591e+01,8.298756e-06,
8.280945e+01,8.351685e-06,
8.399963e+01,8.466364e-06,
8.445740e+01,8.518816e-06,
8.564758e+01,8.633972e-06,
8.615112e+01,8.686365e-06,
8.729553e+01,8.801402e-06,
